user_id,avg_days_between_orders,gap_trend,reorder_rate,order_count,days_since_last_order,annual_value_est,revenue_at_risk_90d,churned,top_department
95534,5.85,9.67,0.37,34,25.0,6865.03,135.83,0,produce
95535,15.83,-2.33,0.0,7,4.0,2535.79,13.17,0,breakfast
95536,15.5,-7.67,0.6,11,17.0,2590.32,74.39,0,beverages
95537,26.2,0.0,0.1,6,11.0,1532.44,11.61,0,canned goods
95538,15.47,-1.67,0.57,20,1.0,2594.73,37.45,0,dairy eggs
95539,5.67,2.0,0.29,7,5.0,7085.29,126.52,0,produce
95542,18.14,11.0,0.45,8,18.0,2212.99,6.92,0,produce
95543,8.09,-7.33,0.64,46,3.0,4963.6,25.5,0,produce
95544,15.5,1.33,0.14,9,2.0,2590.32,46.44,0,snacks
95545,23.0,-0.67,0.68,12,28.0,1745.65,67.45,0,produce
95546,11.67,-2.33,0.66,7,9.0,3441.43,64.81,0,dry goods pasta
95547,7.36,-10.0,0.67,26,7.0,5455.16,285.16,0,produce
95548,5.38,4.0,0.67,59,7.0,7463.78,63.25,0,produce
95549,20.5,7.67,0.53,13,28.0,1958.54,63.0,0,produce
95550,7.95,-5.33,0.77,44,5.0,5048.1,168.18,0,produce
95552,8.23,5.0,0.89,45,14.0,4880.11,59.15,0,produce
95553,3.99,0.67,0.79,82,0.0,10068.58,141.48,0,bakery
95554,5.17,0.33,0.39,25,5.0,7770.97,163.19,0,dairy eggs
95555,14.25,9.33,0.3,9,14.0,2817.54,32.73,0,dairy eggs
95556,18.69,12.0,0.56,14,30.0,2147.94,98.68,1,snacks
95557,8.11,-1.0,0.49,38,18.0,4951.83,56.57,0,bakery
95558,23.8,-2.67,0.2,6,30.0,1686.97,28.76,1,produce
95559,12.0,-0.67,0.37,6,6.0,3345.83,114.06,0,dairy eggs
95560,16.69,8.67,0.36,17,28.0,2405.99,37.31,0,household
95561,17.67,-0.67,0.21,10,16.0,2272.64,58.37,0,beverages
95562,16.0,0.67,0.67,20,12.0,2509.38,125.18,0,dairy eggs
95564,9.12,8.67,0.78,41,15.0,4400.0,84.88,0,produce
95565,8.17,-7.67,0.53,42,0.0,4913.88,156.08,0,snacks
95566,16.36,4.67,0.24,15,30.0,2454.59,44.26,1,dairy eggs
95568,18.47,-9.0,0.33,16,30.0,2174.19,67.63,1,beverages
95569,3.65,-2.33,0.61,21,14.0,11000.0,275.0,0,produce
95570,9.55,-11.33,0.61,32,6.0,4204.9,73.17,0,produce
95571,17.25,0.0,0.32,5,30.0,2327.54,85.7,1,dairy eggs
95572,24.25,0.0,0.14,5,30.0,1655.67,33.11,1,dairy eggs
95573,18.43,4.33,0.36,8,26.0,2178.68,120.69,0,pantry
95574,10.53,-7.0,0.6,35,15.0,3813.13,69.82,0,produce
95575,12.81,-9.67,0.71,27,2.0,3134.83,120.33,0,produce
95576,9.12,13.67,0.76,25,7.0,4400.0,167.2,0,produce
95577,10.79,-10.33,0.63,30,3.0,3719.97,68.2,0,frozen
95578,20.6,0.0,0.39,6,4.0,1949.03,20.67,0,dairy eggs
95579,8.25,0.0,0.33,5,11.0,4866.67,95.12,0,snacks
95580,13.91,8.0,0.54,12,7.0,2886.6,42.64,0,dairy eggs
95581,22.25,2.33,0.65,17,14.0,1804.49,58.38,0,beverages
95582,16.88,-15.0,0.49,18,30.0,2378.22,27.33,1,dairy eggs
95584,20.67,4.67,0.18,10,30.0,1942.74,24.73,1,beverages
95585,17.36,-0.33,0.45,15,7.0,2313.17,57.83,0,produce
95587,21.33,-7.33,0.29,7,28.0,1882.03,42.16,0,frozen
95589,19.42,2.33,0.61,13,30.0,2067.81,78.09,1,dairy eggs
95590,13.5,-0.67,0.8,9,16.0,2974.07,7.51,0,beverages
95591,27.83,-3.0,0.22,7,30.0,1442.51,4.22,1,dairy eggs
95592,18.15,-0.67,0.61,14,21.0,2211.65,51.34,0,produce
95593,27.0,0.0,0.56,5,30.0,1487.04,16.9,1,beverages
95594,7.64,2.33,0.62,12,7.0,5257.74,292.76,0,produce
95595,12.77,1.0,0.65,14,16.0,3144.28,86.26,0,beverages
95596,22.5,6.33,0.47,7,30.0,1784.44,9.85,1,dairy eggs
95597,5.64,-5.0,0.77,37,5.0,7120.2,106.72,0,bakery
95598,3.71,-2.67,0.65,15,3.0,10809.62,106.46,0,produce
95599,13.0,0.0,0.0,5,30.0,3088.46,32.29,1,produce
95600,8.44,-3.67,0.43,10,15.0,4754.61,344.71,0,dairy eggs
95601,13.06,-6.33,0.57,17,22.0,3073.68,47.26,0,alcohol
95602,14.17,-1.67,0.63,25,27.0,2834.12,112.08,0,produce
95603,27.29,5.0,0.27,8,30.0,1471.47,40.13,1,dairy eggs
95604,15.11,-3.0,0.36,20,30.0,2658.01,32.92,1,produce
95605,4.97,0.0,0.63,73,4.0,8074.86,161.15,0,dairy eggs
95606,14.67,-8.33,0.35,7,11.0,2737.5,111.1,0,snacks
95607,7.83,0.67,0.25,7,12.0,5125.53,98.18,0,dairy eggs
95608,20.5,0.0,0.27,5,11.0,1958.54,39.17,0,produce
95609,7.83,-6.0,0.61,36,2.0,5128.65,28.17,0,frozen
95610,13.48,-1.0,0.63,28,15.0,2978.16,66.96,0,produce
95611,5.33,2.0,0.54,19,6.0,7528.12,135.97,0,produce
95612,7.81,6.0,0.49,43,4.0,5141.16,90.76,0,produce
95613,15.75,0.0,0.35,5,11.0,2549.21,86.9,0,produce
95614,10.58,4.33,0.46,13,1.0,3793.7,49.08,0,beverages
95615,8.56,-1.0,0.45,10,12.0,4692.86,122.65,0,produce
95616,6.75,1.0,0.77,33,1.0,5948.15,210.97,0,produce
95617,16.0,-11.0,0.32,11,12.0,2509.38,29.03,0,frozen
95618,16.44,-11.33,0.38,19,13.0,2441.55,47.02,0,produce
95619,8.62,-1.67,0.58,14,30.0,4660.27,111.97,1,dairy eggs
95620,5.69,3.0,0.63,65,6.0,7059.34,215.73,0,produce
95622,28.25,0.0,0.49,5,23.0,1421.24,98.19,0,produce
95623,23.5,0.0,0.38,5,30.0,1708.51,40.38,1,dairy eggs
95624,4.76,-13.67,0.81,47,2.0,8433.33,178.62,0,produce
95626,9.67,7.67,0.24,7,21.0,4153.45,83.61,0,produce
95627,16.0,-1.0,0.65,7,17.0,2509.38,115.69,0,produce
95628,20.6,11.67,0.5,11,30.0,1949.03,27.38,1,produce
95629,23.0,10.0,0.44,7,18.0,1745.65,30.61,0,produce
95630,12.81,0.67,0.6,22,28.0,3134.39,101.03,0,snacks
95631,21.08,13.0,0.57,14,30.0,1904.93,12.37,1,produce
95632,20.0,-5.67,0.28,6,18.0,2007.5,126.23,0,beverages
95635,13.3,-7.67,0.49,24,16.0,3017.81,114.31,0,dairy eggs
95636,17.75,0.0,0.38,5,2.0,2261.97,43.18,0,snacks
95637,6.69,4.0,0.58,14,7.0,5999.43,154.86,0,dairy eggs
95638,19.46,15.33,0.46,14,23.0,2063.04,54.26,0,bakery
95639,22.0,0.0,0.11,5,30.0,1825.0,29.86,1,produce
95640,12.91,-13.33,0.32,12,29.0,3110.21,67.15,0,frozen
95641,16.89,-5.33,0.27,10,10.0,2377.3,29.72,0,snacks
95642,11.07,-12.0,0.48,30,5.0,3627.26,57.16,0,frozen
95645,17.89,4.67,0.49,10,30.0,2244.41,98.96,1,produce
95646,6.0,0.67,0.69,60,11.0,6691.67,233.45,0,produce
95647,19.33,0.67,0.48,7,30.0,2076.72,41.13,1,produce
95648,4.39,0.0,0.53,84,4.0,9155.08,122.61,0,produce
95649,13.42,0.0,0.56,25,19.0,2992.55,94.67,0,produce
95650,11.15,-13.67,0.61,27,9.0,3599.66,94.84,0,produce
95651,22.88,2.67,0.42,9,30.0,1755.19,37.67,1,frozen
95652,10.9,-3.0,0.68,31,9.0,3683.49,45.37,0,snacks
95653,12.75,0.0,0.14,5,21.0,3149.02,51.53,0,frozen
95654,8.67,-2.0,0.33,7,4.0,4632.69,54.15,0,dairy eggs
95655,16.5,0.0,0.22,5,30.0,2433.33,29.86,1,dairy eggs
95656,15.6,-6.67,0.58,6,12.0,2573.72,65.32,0,meat seafood
95658,12.86,6.67,0.37,15,25.0,3122.78,62.46,0,snacks
95659,11.85,-7.67,0.53,14,6.0,3389.29,91.33,0,dairy eggs
95660,29.6,0.67,0.32,6,30.0,1356.42,19.52,1,household
95661,15.1,2.0,0.45,21,10.0,2658.94,46.33,0,produce
95664,4.5,-2.67,0.6,13,4.0,8922.22,176.26,0,beverages
95665,12.11,-7.33,0.66,19,3.0,3315.14,28.95,0,beverages
95666,12.6,8.33,0.45,11,7.0,3186.51,67.81,0,bakery
95667,23.5,0.0,0.67,5,30.0,1708.51,4.66,1,deli
95668,11.43,7.67,0.32,15,2.0,3513.12,44.71,0,produce
95669,12.29,2.0,0.52,8,30.0,3268.02,67.77,1,bakery
95673,21.5,2.33,0.5,7,30.0,1867.44,84.28,1,beverages
95674,8.94,-2.0,0.61,19,9.0,4488.82,171.28,0,produce
95675,29.25,0.0,0.39,5,27.0,1372.65,38.68,0,frozen
95676,6.7,-4.33,0.54,51,6.0,5992.54,282.0,0,dairy eggs
95678,5.64,6.33,0.86,65,8.0,7118.01,179.44,0,produce
95679,13.53,-10.33,0.31,16,14.0,2966.75,64.48,0,produce
95680,19.89,-15.0,0.51,10,5.0,2018.72,121.58,0,dairy eggs
95682,4.29,0.33,0.33,8,1.0,9368.33,234.21,0,produce
95683,9.76,-1.33,0.56,35,8.0,4111.75,53.67,0,produce
95684,9.2,9.67,0.64,21,6.0,4364.13,72.26,0,produce
95685,8.38,12.67,0.36,33,28.0,4794.03,113.58,0,produce
95686,7.62,9.67,0.25,17,2.0,5265.57,44.35,0,produce
95688,16.5,-2.67,0.24,7,14.0,2433.33,90.85,0,dairy eggs
95691,18.2,1.33,0.48,6,7.0,2206.04,81.06,0,produce
95692,8.14,11.0,0.62,43,30.0,4930.7,123.53,1,frozen
95693,7.69,-10.67,0.66,30,7.0,5221.3,63.29,0,beverages
95694,24.0,0.0,0.39,5,30.0,1672.92,23.57,1,dairy eggs
95696,12.0,-0.67,0.61,11,30.0,3345.83,48.39,1,produce
95697,9.19,2.0,0.46,37,3.0,4366.77,112.39,0,produce
95698,23.17,3.0,0.49,13,15.0,1733.09,51.21,0,produce
95699,8.24,10.33,0.1,18,3.0,4875.36,62.79,0,frozen
95700,12.3,-0.67,0.43,24,19.0,3263.07,130.71,0,produce
95701,10.8,-4.33,0.6,31,30.0,3717.59,49.33,1,meat seafood
95703,11.25,-0.67,0.36,9,9.0,3568.89,37.85,0,snacks
95704,5.36,4.33,0.42,15,30.0,7494.67,258.91,1,produce
95705,8.67,-0.67,0.78,25,9.0,4632.69,176.46,0,produce
95706,19.57,9.67,0.77,15,11.0,2051.46,10.88,0,produce
95707,10.7,-9.67,0.43,11,8.0,3752.34,72.88,0,produce
95708,7.85,-10.67,0.73,34,4.0,5115.64,240.05,0,dairy eggs
95709,17.0,-8.33,0.04,7,14.0,2361.76,36.81,0,produce
95710,7.45,-1.0,0.76,50,7.0,5390.0,266.32,0,dairy eggs
95711,15.6,1.67,0.21,6,22.0,2573.72,23.4,0,alcohol
95712,18.62,3.67,0.36,14,30.0,2156.82,41.32,1,dairy eggs
95713,23.75,0.0,0.14,5,30.0,1690.53,61.47,1,produce
95714,10.75,4.0,0.65,29,8.0,3734.88,120.3,0,produce
95715,8.88,5.33,0.45,9,7.0,4523.94,83.4,0,dairy eggs
95716,10.93,1.67,0.62,16,30.0,3672.26,175.79,1,beverages
95717,19.44,7.0,0.67,10,30.0,2064.86,58.66,1,beverages
95720,21.67,-13.33,0.43,10,2.0,1853.08,65.28,0,dairy eggs
95721,12.5,0.0,0.26,5,1.0,3212.0,33.58,0,produce
95722,18.38,14.0,0.41,14,15.0,2183.89,11.34,0,produce
95723,25.56,9.33,0.2,10,21.0,1571.09,8.93,0,produce
95724,19.38,-1.67,0.56,17,29.0,2072.26,42.11,0,produce
95725,8.87,5.0,0.6,16,5.0,4528.2,104.2,0,dairy eggs
95726,11.5,8.33,0.27,9,29.0,3491.3,75.82,0,produce
95727,23.83,5.67,0.25,7,30.0,1684.62,38.83,1,dairy eggs
95728,26.57,4.67,0.61,8,24.0,1511.02,56.66,0,dairy eggs
95729,12.75,0.67,0.59,21,7.0,3149.02,43.28,0,produce
95730,20.56,8.67,0.62,10,14.0,1953.24,22.2,0,snacks
95731,10.79,-10.67,0.56,25,18.0,3720.46,135.63,0,produce
95732,14.5,-6.0,0.58,15,30.0,2768.97,71.74,1,dairy eggs
95734,6.44,1.0,0.79,56,3.0,6237.99,382.53,0,produce
95735,14.12,-6.67,0.64,25,28.0,2842.48,19.38,0,dairy eggs
95736,14.7,-13.67,0.58,11,8.0,2731.29,51.92,0,snacks
95737,15.8,-1.67,0.71,6,28.0,2541.14,13.48,0,pantry
95738,4.79,-1.33,0.85,77,6.0,8382.97,241.49,0,frozen
95739,7.0,0.67,0.63,31,6.0,5735.71,234.64,0,snacks
95740,5.06,2.0,0.84,73,3.0,7941.76,312.53,0,produce
95741,11.23,-4.67,0.87,32,9.0,3576.58,294.41,0,dairy eggs
95742,19.53,6.33,0.52,16,27.0,2055.46,77.66,0,bakery
95743,18.75,0.0,0.22,5,30.0,2141.33,47.69,1,beverages
95744,25.0,5.67,0.09,10,30.0,1606.0,24.09,1,produce
95745,26.6,3.0,0.67,6,30.0,1509.4,3.43,1,beverages
95746,29.25,0.0,0.61,5,27.0,1372.65,31.82,0,produce
95747,24.75,0.0,0.21,5,30.0,1622.22,20.65,1,household
95748,16.67,-9.67,0.42,10,0.0,2409.0,64.06,0,beverages
95750,17.29,-9.33,0.59,8,15.0,2322.73,40.25,0,dairy eggs
95751,14.73,13.33,0.66,12,30.0,2726.23,107.4,1,dairy eggs
95752,22.75,0.0,0.47,5,17.0,1764.84,12.03,0,snacks
95753,17.73,0.0,0.59,12,30.0,2264.87,39.89,1,dairy eggs
95754,6.52,-2.0,0.66,28,1.0,6159.38,87.99,0,dairy eggs
95755,19.5,0.0,0.22,5,30.0,2058.97,16.85,1,frozen
95756,22.75,0.0,0.34,5,30.0,1764.84,46.53,1,dairy eggs
95757,10.95,6.33,0.52,21,30.0,3666.67,168.25,1,produce
95758,16.78,-2.0,0.72,19,18.0,2393.05,15.17,0,produce
95760,22.0,9.67,0.35,8,3.0,1825.0,40.96,0,produce
95761,7.31,-4.0,0.52,14,17.0,5494.21,198.01,0,produce
95762,20.25,5.67,0.46,13,19.0,1982.72,24.96,0,produce
95763,7.83,8.67,0.68,47,6.0,5130.28,116.35,0,produce
95764,14.18,5.0,0.35,12,30.0,2831.09,59.52,1,produce
95765,10.39,-11.33,0.5,29,5.0,3863.23,83.56,0,produce
95766,15.43,-10.0,0.44,8,30.0,2602.31,52.49,1,snacks
95767,6.06,-7.33,0.7,48,7.0,6621.23,213.18,0,produce
95768,4.29,2.0,0.81,86,1.0,9350.0,422.28,0,beverages
95769,21.38,1.67,0.42,9,10.0,1878.36,77.32,0,frozen
95770,7.14,-1.67,0.75,51,4.0,5623.25,141.08,0,snacks
95772,7.54,3.33,0.48,14,9.0,5326.02,48.42,0,produce
95774,6.09,-2.67,0.53,12,14.0,6591.79,182.27,0,produce
95777,23.18,2.67,0.62,12,16.0,1731.96,12.14,0,snacks
95778,27.33,0.0,0.22,7,30.0,1468.9,30.52,1,produce
95779,6.87,0.33,0.85,53,7.0,5848.18,198.12,0,snacks
95780,14.0,0.0,0.46,5,30.0,2867.86,67.79,1,produce
95781,10.11,6.67,0.79,20,7.0,3973.18,153.06,0,produce
95784,16.43,14.33,0.45,8,30.0,2443.91,44.43,1,dairy eggs
95785,11.0,2.0,0.29,9,18.0,3650.0,107.84,0,frozen
95786,11.14,-7.33,0.52,29,6.0,3603.21,83.3,0,dairy eggs
95787,8.43,-1.67,0.47,8,4.0,4763.56,135.33,0,frozen
95788,9.56,4.0,0.46,17,14.0,4198.69,108.9,0,produce
95789,9.77,3.33,0.54,27,30.0,4109.84,75.07,1,produce
95790,15.88,6.67,0.43,18,16.0,2527.96,59.05,0,produce
95792,26.0,0.0,0.29,5,30.0,1544.23,45.62,1,personal care
95793,21.5,9.67,0.45,11,24.0,1867.44,48.23,0,beverages
95794,16.16,-1.0,0.59,20,8.0,2484.85,77.65,0,snacks
95795,11.0,-5.67,0.64,19,3.0,3650.0,117.88,0,alcohol
95796,21.0,5.67,0.34,6,26.0,1911.9,61.56,0,frozen
95797,21.6,0.33,0.57,6,30.0,1858.8,16.19,1,produce
95798,6.23,-2.0,0.67,57,7.0,6442.41,117.65,0,dairy eggs
95799,8.68,4.67,0.68,41,19.0,4628.24,154.45,0,dairy eggs
95800,17.71,-10.33,0.36,8,15.0,2266.53,42.5,0,beverages
95802,3.71,-2.67,0.77,99,0.0,10809.62,267.26,0,snacks
95803,15.57,12.33,0.48,8,30.0,2578.44,107.68,1,produce
95804,23.0,10.0,0.58,7,30.0,1745.65,34.01,1,beverages
95805,25.5,0.0,0.35,5,30.0,1574.51,14.31,1,dairy eggs
95806,1.05,-0.33,0.88,100,5.0,38219.71,238.0,0,beverages
95808,25.2,-2.67,0.46,6,20.0,1593.25,22.33,0,dairy eggs
95809,5.09,2.0,0.62,24,7.0,7892.74,121.08,0,produce
95810,8.25,-2.0,0.41,9,4.0,4866.67,111.84,0,produce
95811,16.39,-5.0,0.69,19,30.0,2449.83,76.78,1,produce
95812,10.1,6.67,0.77,31,5.0,3975.25,151.26,0,dairy eggs
95813,22.2,0.67,0.46,6,30.0,1808.56,40.42,1,dairy eggs
95814,17.45,2.67,0.37,12,5.0,2300.26,22.65,0,frozen
95815,9.78,5.33,0.86,24,11.0,4104.22,22.15,0,produce
95816,6.64,-6.0,0.86,48,11.0,6048.24,163.81,0,beverages
95817,16.36,7.67,0.55,12,10.0,2453.61,48.33,0,produce
95818,4.33,-0.67,0.39,7,8.0,9265.38,114.31,0,meat seafood
95819,11.85,-3.33,0.66,27,14.0,3389.29,153.49,0,produce
95820,20.6,4.0,0.17,6,30.0,1949.03,52.42,1,produce
95821,7.22,2.33,0.36,10,15.0,5559.23,145.3,0,produce
95822,20.21,0.67,0.48,15,11.0,1986.22,56.28,0,produce
95823,15.76,-1.33,0.54,18,21.0,2546.83,40.2,0,beverages
95824,19.18,-0.67,0.94,18,1.0,2093.71,4.76,0,beverages
95826,23.62,7.0,0.25,9,26.0,1699.47,25.75,0,dairy eggs
95827,23.25,0.67,0.26,9,30.0,1726.88,14.83,1,produce
95828,11.5,0.0,0.35,5,6.0,3491.3,87.28,0,produce
95829,25.86,9.67,0.43,8,30.0,1552.76,43.23,1,produce
95830,20.6,-5.33,0.35,6,30.0,1949.03,50.2,1,dairy eggs
95831,17.25,0.0,0.23,5,16.0,2327.54,63.48,0,meat seafood
95832,6.68,-1.33,0.72,32,9.0,6012.8,114.02,0,produce
95833,9.0,-7.67,0.8,24,8.0,4461.11,77.31,0,beverages
95834,18.0,-8.67,0.5,14,5.0,2230.56,63.73,0,produce
95835,5.79,-6.0,0.42,15,3.0,6939.51,151.41,0,produce
95836,23.0,4.67,0.24,6,30.0,1745.65,41.66,1,dairy eggs
95838,8.87,-4.0,0.72,31,5.0,4528.2,59.42,0,produce
95839,15.95,1.0,0.66,20,21.0,2517.66,46.63,0,dairy eggs
95840,20.0,-4.0,0.34,9,14.0,2007.5,97.33,0,produce
95841,27.0,0.0,0.22,5,18.0,1487.04,33.12,0,dairy eggs
95843,23.33,-0.33,0.22,10,30.0,1720.71,42.24,1,dairy eggs
95845,7.35,-0.67,0.69,35,5.0,5460.4,119.49,0,beverages
95846,5.33,5.33,0.78,64,6.0,7528.12,251.83,0,produce
95847,3.84,1.33,0.88,95,3.0,10454.57,218.1,0,produce
95848,5.41,-2.33,0.8,67,16.0,7422.69,137.22,0,produce
95849,22.2,0.0,0.16,6,30.0,1808.56,26.03,1,produce
95850,14.5,0.0,0.14,5,3.0,2768.97,81.81,0,produce
95851,10.2,-3.67,0.31,6,4.0,3936.27,128.23,0,dairy eggs
95853,30.0,0.0,0.11,5,30.0,1338.33,39.54,1,produce
95854,18.12,19.33,0.34,9,10.0,2215.17,36.36,0,beverages
95855,15.29,-5.67,0.38,8,2.0,2626.64,21.64,0,alcohol
95856,23.25,0.0,0.25,5,30.0,1726.88,15.7,1,snacks
95857,19.29,4.33,0.26,8,8.0,2081.85,52.05,0,produce
95858,15.55,5.33,0.49,12,30.0,2582.75,55.27,1,beverages
95859,18.62,7.33,0.47,9,27.0,2155.7,32.66,0,frozen
95861,3.6,-1.33,0.77,100,4.0,11165.31,260.86,0,produce
95862,17.07,8.67,0.75,16,8.0,2352.54,16.04,0,beverages
95865,18.75,0.0,0.09,5,30.0,2141.33,33.09,1,produce
95866,9.13,3.0,0.69,24,16.0,4397.38,148.66,0,produce
95867,13.04,-11.0,0.58,26,14.0,3078.99,94.74,0,produce
95868,20.44,1.67,0.36,10,28.0,1963.86,51.77,0,produce
95869,23.4,-1.0,0.47,6,30.0,1715.81,11.05,1,beverages
95870,20.62,-4.33,0.4,9,30.0,1946.67,51.62,1,beverages
95871,13.4,1.0,0.28,6,9.0,2996.27,90.8,0,dairy eggs
95873,13.87,-15.33,0.76,24,27.0,2894.83,115.14,0,produce
95875,8.86,-3.0,0.39,8,9.0,4533.06,36.06,0,dairy eggs
95876,12.83,5.0,0.28,7,8.0,3128.57,108.69,0,dairy eggs
95877,25.25,0.0,0.23,5,30.0,1590.1,15.9,1,produce
95878,17.1,16.0,0.41,11,30.0,2347.95,38.32,1,beverages
95879,11.53,-4.0,0.46,31,5.0,3481.21,66.61,0,produce
95880,18.83,-2.33,0.57,13,19.0,2131.86,41.37,0,dairy eggs
95881,6.86,-1.33,0.86,45,6.0,5849.67,216.56,0,produce
95882,4.94,-3.33,0.57,72,8.0,8121.51,231.49,0,produce
95883,21.17,1.67,0.5,7,30.0,1896.85,34.49,1,babies
95884,23.5,7.67,0.19,7,14.0,1708.51,29.95,0,beverages
95885,20.5,5.67,0.54,11,11.0,1958.54,72.43,0,produce
95886,24.4,0.0,0.5,6,18.0,1645.49,12.47,0,beverages
95887,28.75,0.0,0.27,5,30.0,1396.52,20.95,1,frozen
95888,18.5,2.33,0.32,13,25.0,2170.27,34.53,0,pantry
95889,2.75,0.0,0.16,5,2.0,14600.0,252.18,0,bakery
95890,16.11,12.67,0.39,20,21.0,2492.97,52.41,0,frozen
95891,18.2,-6.33,0.33,11,30.0,2206.04,54.7,1,produce
95892,17.0,7.67,0.3,11,17.0,2361.76,40.5,0,produce
95893,8.14,0.0,0.57,15,0.0,4930.7,44.82,0,produce
95894,7.89,2.33,0.7,10,8.0,5089.44,87.91,0,dairy eggs
95895,11.83,-8.0,0.68,25,12.0,3392.96,50.59,0,produce
95896,22.44,-3.0,0.27,10,30.0,1788.86,37.0,1,produce
95897,15.71,-1.67,0.53,15,5.0,2555.0,21.29,0,produce
95898,5.0,-7.0,0.59,73,7.0,8030.0,122.75,0,produce
95899,16.33,-0.33,0.18,10,30.0,2458.16,40.22,1,pantry
95900,22.86,-1.33,0.19,8,30.0,1756.56,23.95,1,produce
95901,11.91,4.67,0.65,12,30.0,3371.37,50.44,1,deli
95902,19.83,2.0,0.21,13,30.0,2024.37,39.99,1,frozen
95904,8.6,-5.0,0.66,11,5.0,4668.6,42.44,0,produce
95905,9.03,0.67,0.64,30,19.0,4444.08,134.67,0,dairy eggs
95906,6.33,-2.33,0.09,7,9.0,6339.47,115.26,0,dairy eggs
95907,12.1,4.33,0.4,11,7.0,3318.18,91.87,0,produce
95908,8.22,4.67,0.65,28,7.0,4883.11,93.54,0,produce
95909,17.17,-11.0,0.43,13,6.0,2338.83,57.65,0,snacks
95910,15.0,1.33,0.46,9,30.0,2676.67,52.72,1,snacks
95911,15.94,14.0,0.61,19,30.0,2518.12,81.93,1,produce
95912,12.86,4.33,0.28,8,5.0,3122.78,51.45,0,produce
95913,15.14,1.67,0.28,8,13.0,2651.42,90.39,0,dairy eggs
95914,15.0,5.67,0.52,8,20.0,2676.67,19.01,0,produce
95915,13.92,-3.67,0.3,14,11.0,2883.7,74.9,0,alcohol
95917,22.5,0.0,0.3,5,9.0,1784.44,51.91,0,dairy eggs
95919,21.0,7.33,0.33,6,30.0,1911.9,60.83,1,dairy eggs
95920,13.4,2.0,0.45,6,16.0,2996.27,76.04,0,beverages
95921,7.67,-8.67,0.44,19,14.0,5236.96,76.42,0,produce
95922,26.75,5.0,0.62,9,30.0,1500.93,42.07,1,frozen
95923,18.75,0.0,0.06,5,30.0,2141.33,15.57,1,other
95924,6.36,3.67,0.68,29,3.0,6315.73,177.69,0,produce
95925,11.24,16.67,0.46,22,9.0,3572.67,46.13,0,dairy eggs
95926,21.0,0.0,0.2,5,30.0,1911.9,53.01,1,beverages
95928,16.27,8.67,0.69,12,30.0,2467.32,44.39,1,produce
95929,18.8,-2.0,0.29,6,19.0,2135.64,87.37,0,dairy eggs
95930,17.28,-5.0,0.57,19,26.0,2323.79,61.99,0,dairy eggs
95931,20.4,-6.67,0.16,6,30.0,1968.14,46.22,1,produce
95933,13.5,0.0,0.09,5,13.0,2974.07,29.74,0,produce
95934,16.8,0.0,0.59,11,14.0,2389.88,110.11,0,produce
95935,12.0,-8.0,0.46,7,9.0,3345.83,120.58,0,produce
95936,21.42,-2.33,0.58,13,14.0,1874.71,72.43,0,produce
95937,9.91,-10.0,0.76,33,11.0,4053.0,89.04,0,dairy eggs
95938,9.81,2.33,0.54,38,21.0,4092.42,91.54,0,produce
95939,24.12,4.33,0.48,9,10.0,1664.25,79.01,0,produce
95940,10.58,0.33,0.52,20,30.0,3795.27,62.97,1,beverages
95942,19.62,-4.33,0.33,9,19.0,2045.86,69.75,0,produce
95943,25.0,0.0,0.47,6,30.0,1606.0,68.13,1,dairy eggs
95944,22.11,12.33,0.67,10,17.0,1815.83,123.39,0,produce
95945,7.66,2.67,0.83,48,6.0,5241.81,76.69,0,produce
95946,10.5,0.0,0.11,5,21.0,3823.81,106.02,0,produce
95948,4.62,-5.0,0.38,38,5.0,8687.43,136.13,0,pantry
95949,15.06,-6.0,0.74,17,4.0,2665.56,27.8,0,produce
95950,23.0,7.33,0.1,8,3.0,1745.65,14.88,0,snacks
95951,15.92,-12.0,0.67,14,5.0,2521.5,119.12,0,snacks
95952,6.67,-9.33,0.89,55,7.0,6022.5,81.13,0,beverages
95953,6.91,-0.33,0.41,44,16.0,5812.96,86.47,0,dairy eggs
95954,16.0,7.67,0.24,6,28.0,2509.38,78.89,0,produce
95955,23.75,0.0,0.19,5,30.0,1690.53,56.09,1,dairy eggs
95956,10.28,12.67,0.62,30,6.0,3907.21,65.42,0,alcohol
95957,25.75,0.0,0.12,5,30.0,1559.22,5.67,1,dairy eggs
95958,5.44,-1.33,0.74,64,30.0,7374.49,169.96,1,produce
95961,22.25,20.67,0.39,9,30.0,1804.49,24.61,1,produce
95962,9.0,-7.0,0.65,33,5.0,4461.11,225.51,0,produce
95963,15.82,5.33,0.32,12,9.0,2538.22,31.25,0,produce
95964,8.38,-7.33,0.68,41,19.0,4794.03,121.98,0,dairy eggs
95966,17.8,-10.33,0.66,16,21.0,2255.62,44.86,0,produce
95967,3.49,0.67,0.93,100,3.0,11488.01,525.58,0,produce
95968,7.84,-8.0,0.57,44,8.0,5123.0,65.1,0,produce
95969,30.0,0.0,0.06,5,30.0,1338.33,18.86,1,dry goods pasta
95970,14.94,-21.33,0.41,17,13.0,2687.87,44.2,0,beverages
95971,18.2,-0.67,0.11,6,9.0,2206.04,44.29,0,meat seafood
95972,24.5,0.0,0.37,5,30.0,1638.78,22.35,1,beverages
95973,11.32,-2.0,0.82,32,11.0,3546.01,147.33,0,produce
95975,15.43,0.33,0.39,15,4.0,2602.31,48.5,0,dairy eggs
