user_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
121463,6.0,10,52,4,2,2,422,Loyal
121464,30.0,4,62,1,1,2,112,Lost
121465,0.0,27,117,4,4,3,443,Champions
121466,3.0,67,726,4,4,4,444,Champions
121467,0.0,25,543,4,4,4,444,Champions
121468,30.0,5,32,1,1,1,111,Lost
121469,20.0,7,93,2,2,3,223,Lost
121470,13.0,9,85,3,2,2,322,Loyal
121471,30.0,5,72,1,1,2,112,Lost
121472,30.0,15,236,1,3,4,134,At Risk
121473,25.0,6,103,2,2,3,223,Lost
121474,8.0,12,67,3,3,2,332,Loyal
121475,1.0,22,179,4,4,3,443,Champions
121476,7.0,5,112,3,1,3,313,Lost
121477,15.0,5,65,2,1,2,212,Lost
121478,30.0,21,37,1,4,1,141,At Risk
121479,8.0,25,346,3,4,4,344,Champions
121480,28.0,26,201,2,4,4,244,At Risk
121481,5.0,14,91,4,3,3,433,Champions
121482,30.0,5,81,1,1,2,112,Lost
121483,9.0,47,746,3,4,4,344,Champions
121484,30.0,8,98,1,2,3,123,Lost
121485,13.0,17,166,3,3,3,333,Champions
121486,11.0,44,560,3,4,4,344,Champions
121487,30.0,5,79,1,1,2,112,Lost
121488,2.0,14,113,4,3,3,433,Champions
121489,21.0,9,115,2,2,3,223,Lost
121490,22.0,10,107,2,2,3,223,Lost
121491,30.0,12,297,1,3,4,134,At Risk
121492,30.0,5,18,1,1,1,111,Lost
121493,14.0,7,36,3,2,1,321,Loyal
121494,7.0,34,125,3,4,3,343,Champions
121495,6.0,33,241,4,4,4,444,Champions
121496,28.0,10,67,2,2,2,222,Lost
121497,30.0,6,39,1,2,1,121,Lost
121498,20.0,33,397,2,4,4,244,At Risk
121499,30.0,5,44,1,1,1,111,Lost
121500,12.0,6,25,3,2,1,321,Loyal
121501,30.0,8,70,1,2,2,122,Lost
121502,9.0,16,227,3,3,4,334,Champions
121503,5.0,21,248,4,4,4,444,Champions
121504,13.0,3,39,3,1,1,311,Lost
121505,30.0,45,272,1,4,4,144,At Risk
121506,16.0,20,435,2,4,4,244,At Risk
121507,30.0,7,48,1,2,2,122,Lost
121508,7.0,55,637,3,4,4,344,Champions
121509,9.0,46,192,3,4,3,343,Champions
121510,30.0,4,70,1,1,2,112,Lost
121511,16.0,24,104,2,4,3,243,At Risk
121512,30.0,12,22,1,3,1,131,At Risk
121513,10.0,19,72,3,3,2,332,Loyal
121514,8.0,11,130,3,3,3,333,Champions
121515,8.0,47,344,3,4,4,344,Champions
121516,30.0,6,40,1,2,1,121,Lost
121517,6.0,10,107,4,2,3,423,Loyal
121518,8.0,6,11,3,2,1,321,Loyal
121519,29.0,4,21,2,1,1,211,Lost
121520,10.0,12,73,3,3,2,332,Loyal
121521,30.0,12,160,1,3,3,133,At Risk
121522,24.0,5,59,2,1,2,212,Lost
121523,4.0,15,132,4,3,3,433,Champions
121524,8.0,39,726,3,4,4,344,Champions
121525,30.0,10,128,1,2,3,123,Lost
121526,30.0,6,66,1,2,2,122,Lost
121527,19.0,4,46,2,1,2,212,Lost
121528,15.0,20,107,2,4,3,243,At Risk
121529,4.0,5,35,4,1,1,411,Lost
121530,15.0,25,157,2,4,3,243,At Risk
121531,14.0,5,36,3,1,1,311,Lost
121532,28.0,7,70,2,2,2,222,Lost
121533,1.0,50,165,4,4,3,443,Champions
121534,9.0,6,96,3,2,3,323,Loyal
121535,5.0,65,318,4,4,4,444,Champions
121536,28.0,6,74,2,2,2,222,Lost
121537,7.0,26,118,3,4,3,343,Champions
121538,24.0,9,223,2,2,4,224,Lost
121539,2.0,9,95,4,2,3,423,Loyal
121540,3.0,7,47,4,2,2,422,Loyal
121541,14.0,4,36,3,1,1,311,Lost
121542,20.0,5,117,2,1,3,213,Lost
121543,6.0,14,158,4,3,3,433,Champions
121544,16.0,4,31,2,1,1,211,Lost
121545,30.0,8,14,1,2,1,121,Lost
121546,19.0,6,241,2,2,4,224,Lost
121547,8.0,26,184,3,4,3,343,Champions
121548,1.0,12,21,4,3,1,431,Loyal
121549,8.0,14,156,3,3,3,333,Champions
121550,8.0,20,164,3,4,3,343,Champions
121551,5.0,14,139,4,3,3,433,Champions
121552,15.0,3,12,2,1,1,211,Lost
121553,30.0,5,78,1,1,2,112,Lost
121554,7.0,24,524,3,4,4,344,Champions
121555,7.0,9,84,3,2,2,322,Loyal
121556,14.0,7,106,3,2,3,323,Loyal
121557,9.0,13,33,3,3,1,331,Loyal
121558,0.0,18,112,4,3,3,433,Champions
121559,14.0,4,71,3,1,2,312,Lost
121560,30.0,12,238,1,3,4,134,At Risk
121561,16.0,26,438,2,4,4,244,At Risk
121562,30.0,4,40,1,1,1,111,Lost
121563,8.0,5,68,3,1,2,312,Lost
121564,0.0,20,93,4,4,3,443,Champions
121565,1.0,15,173,4,3,3,433,Champions
121566,7.0,12,47,3,3,2,332,Loyal
121567,26.0,6,114,2,2,3,223,Lost
121568,2.0,30,195,4,4,3,443,Champions
121569,30.0,13,245,1,3,4,134,At Risk
121570,13.0,4,49,3,1,2,312,Lost
121571,30.0,8,74,1,2,2,122,Lost
121572,7.0,52,1014,3,4,4,344,Champions
121573,30.0,21,237,1,4,4,144,At Risk
121574,13.0,13,103,3,3,3,333,Champions
121575,7.0,76,908,3,4,4,344,Champions
121576,21.0,5,48,2,1,2,212,Lost
121577,30.0,8,99,1,2,3,123,Lost
121578,28.0,34,223,2,4,4,244,At Risk
121579,4.0,6,124,4,2,3,423,Loyal
121580,4.0,15,358,4,3,4,434,Champions
121581,14.0,24,233,3,4,4,344,Champions
121582,0.0,30,68,4,4,2,442,Loyal
121583,10.0,3,24,3,1,1,311,Lost
121584,14.0,5,20,3,1,1,311,Lost
121585,3.0,37,554,4,4,4,444,Champions
121586,30.0,8,131,1,2,3,123,Lost
121587,30.0,39,372,1,4,4,144,At Risk
121588,17.0,26,270,2,4,4,244,At Risk
121589,7.0,4,41,3,1,1,311,Lost
121590,3.0,8,46,4,2,2,422,Loyal
121591,24.0,8,82,2,2,2,222,Lost
121592,4.0,75,890,4,4,4,444,Champions
121593,9.0,60,988,3,4,4,344,Champions
121594,11.0,4,19,3,1,1,311,Lost
121595,5.0,28,87,4,4,2,442,Loyal
121596,7.0,46,253,3,4,4,344,Champions
121597,19.0,4,56,2,1,2,212,Lost
121598,30.0,18,52,1,3,2,132,At Risk
121599,30.0,6,43,1,2,1,121,Lost
121600,30.0,9,67,1,2,2,122,Lost
121601,1.0,15,68,4,3,2,432,Loyal
121602,30.0,3,20,1,1,1,111,Lost
121603,15.0,30,148,2,4,3,243,At Risk
121604,5.0,21,116,4,4,3,443,Champions
121605,10.0,9,52,3,2,2,322,Loyal
121606,11.0,13,139,3,3,3,333,Champions
121607,1.0,53,577,4,4,4,444,Champions
121608,9.0,25,414,3,4,4,344,Champions
121609,11.0,32,141,3,4,3,343,Champions
121610,14.0,11,93,3,3,3,333,Champions
121611,12.0,13,223,3,3,4,334,Champions
121612,30.0,3,20,1,1,1,111,Lost
121613,6.0,18,108,4,3,3,433,Champions
121614,30.0,6,75,1,2,2,122,Lost
121615,13.0,32,635,3,4,4,344,Champions
121616,3.0,52,405,4,4,4,444,Champions
121617,30.0,13,146,1,3,3,133,At Risk
121618,30.0,4,35,1,1,1,111,Lost
121619,5.0,44,524,4,4,4,444,Champions
121620,28.0,6,51,2,2,2,222,Lost
121621,5.0,5,57,4,1,2,412,Lost
121622,1.0,7,55,4,2,2,422,Loyal
121623,30.0,9,15,1,2,1,121,Lost
121624,2.0,16,50,4,3,2,432,Loyal
121625,1.0,25,456,4,4,4,444,Champions
121626,12.0,5,46,3,1,2,312,Lost
121627,28.0,13,79,2,3,2,232,At Risk
121628,30.0,7,70,1,2,2,122,Lost
121629,21.0,21,206,2,4,4,244,At Risk
121630,17.0,20,118,2,4,3,243,At Risk
121631,13.0,4,44,3,1,1,311,Lost
121632,30.0,10,60,1,2,2,122,Lost
121633,26.0,18,300,2,3,4,234,At Risk
121634,30.0,3,30,1,1,1,111,Lost
121635,30.0,7,19,1,2,1,121,Lost
121636,1.0,4,6,4,1,1,411,Lost
121637,4.0,14,82,4,3,2,432,Loyal
121638,28.0,4,21,2,1,1,211,Lost
121639,6.0,35,252,4,4,4,444,Champions
121640,13.0,4,25,3,1,1,311,Lost
121641,8.0,35,417,3,4,4,344,Champions
121642,18.0,7,164,2,2,3,223,Lost
121643,13.0,7,76,3,2,2,322,Loyal
121644,30.0,22,155,1,4,3,143,At Risk
121645,17.0,30,283,2,4,4,244,At Risk
121646,30.0,11,123,1,3,3,133,At Risk
121647,22.0,3,27,2,1,1,211,Lost
121648,30.0,5,73,1,1,2,112,Lost
121649,1.0,11,72,4,3,2,432,Loyal
121650,30.0,9,70,1,2,2,122,Lost
121651,14.0,23,260,3,4,4,344,Champions
121652,30.0,24,200,1,4,4,144,At Risk
121653,7.0,28,316,3,4,4,344,Champions
121654,11.0,54,573,3,4,4,344,Champions
121655,0.0,7,26,4,2,1,421,Loyal
121656,7.0,23,242,3,4,4,344,Champions
121657,9.0,8,99,3,2,3,323,Loyal
121658,30.0,8,22,1,2,1,121,Lost
121659,4.0,46,372,4,4,4,444,Champions
121660,30.0,4,49,1,1,2,112,Lost
121661,30.0,19,345,1,3,4,134,At Risk
121662,8.0,36,714,3,4,4,344,Champions
121663,15.0,6,123,2,2,3,223,Lost
121664,5.0,6,12,4,2,1,421,Loyal
121665,7.0,13,82,3,3,2,332,Loyal
121666,30.0,5,69,1,1,2,112,Lost
121667,7.0,47,566,3,4,4,344,Champions
121668,2.0,16,143,4,3,3,433,Champions
121669,30.0,21,232,1,4,4,144,At Risk
121670,9.0,4,19,3,1,1,311,Lost
121671,7.0,5,44,3,1,1,311,Lost
121672,19.0,29,198,2,4,4,244,At Risk
121673,13.0,14,182,3,3,3,333,Champions
121674,19.0,19,132,2,3,3,233,At Risk
121675,19.0,7,98,2,2,3,223,Lost
121676,9.0,5,135,3,1,3,313,Lost
121677,5.0,49,192,4,4,3,443,Champions
121678,20.0,11,190,2,3,3,233,At Risk
121679,6.0,22,172,4,4,3,443,Champions
121680,30.0,5,46,1,1,2,112,Lost
121681,9.0,8,91,3,2,3,323,Loyal
121682,10.0,9,242,3,2,4,324,Loyal
121683,5.0,6,14,4,2,1,421,Loyal
121684,6.0,14,131,4,3,3,433,Champions
121685,13.0,3,46,3,1,2,312,Lost
121686,30.0,10,132,1,2,3,123,Lost
121687,8.0,17,206,3,3,4,334,Champions
121688,30.0,6,99,1,2,3,123,Lost
121689,14.0,11,136,3,3,3,333,Champions
121690,1.0,37,104,4,4,3,443,Champions
121691,30.0,10,133,1,2,3,123,Lost
121692,6.0,4,13,4,1,1,411,Lost
121693,6.0,5,38,4,1,1,411,Lost
121694,7.0,9,213,3,2,4,324,Loyal
121695,21.0,19,196,2,3,3,233,At Risk
121696,2.0,10,63,4,2,2,422,Loyal
121697,21.0,37,337,2,4,4,244,At Risk
121698,6.0,12,185,4,3,3,433,Champions
121699,6.0,32,390,4,4,4,444,Champions
121700,11.0,15,222,3,3,4,334,Champions
121701,4.0,30,375,4,4,4,444,Champions
121702,30.0,7,10,1,2,1,121,Lost
121703,20.0,7,47,2,2,2,222,Lost
121704,16.0,4,28,2,1,1,211,Lost
121705,4.0,90,701,4,4,4,444,Champions
121706,5.0,37,663,4,4,4,444,Champions
121707,25.0,4,29,2,1,1,211,Lost
121708,28.0,19,214,2,3,4,234,At Risk
121709,18.0,7,53,2,2,2,222,Lost
121710,3.0,18,29,4,3,1,431,Loyal
121711,30.0,7,104,1,2,3,123,Lost
121712,27.0,3,17,2,1,1,211,Lost
121713,9.0,68,635,3,4,4,344,Champions
121714,0.0,100,733,4,4,4,444,Champions
121715,30.0,4,22,1,1,1,111,Lost
121716,21.0,5,24,2,1,1,211,Lost
121717,8.0,14,61,3,3,2,332,Loyal
121718,30.0,21,55,1,4,2,142,At Risk
121719,30.0,5,20,1,1,1,111,Lost
121720,30.0,26,141,1,4,3,143,At Risk
121721,30.0,7,108,1,2,3,123,Lost
121722,20.0,5,5,2,1,1,211,Lost
121723,30.0,4,19,1,1,1,111,Lost
121724,0.0,15,27,4,3,1,431,Loyal
121725,29.0,7,36,2,2,1,221,Lost
121726,30.0,9,80,1,2,2,122,Lost
121727,12.0,6,82,3,2,2,322,Loyal
121728,30.0,7,24,1,2,1,121,Lost
121729,19.0,7,152,2,2,3,223,Lost
121730,5.0,58,262,4,4,4,444,Champions
121731,30.0,9,32,1,2,1,121,Lost
121732,28.0,23,174,2,4,3,243,At Risk
121733,30.0,4,21,1,1,1,111,Lost
121734,30.0,9,96,1,2,3,123,Lost
121735,4.0,20,68,4,4,2,442,Loyal
121736,30.0,12,192,1,3,3,133,At Risk
121737,22.0,22,32,2,4,1,241,At Risk
121738,30.0,8,80,1,2,2,122,Lost
121739,30.0,22,483,1,4,4,144,At Risk
121740,30.0,6,30,1,2,1,121,Lost
121741,30.0,22,114,1,4,3,143,At Risk
121742,3.0,11,193,4,3,3,433,Champions
121743,2.0,45,374,4,4,4,444,Champions
121744,8.0,3,34,3,1,1,311,Lost
121745,30.0,23,85,1,4,2,142,At Risk
121746,12.0,13,298,3,3,4,334,Champions
121747,30.0,4,30,1,1,1,111,Lost
121748,30.0,4,36,1,1,1,111,Lost
121749,30.0,8,14,1,2,1,121,Lost
121750,30.0,7,28,1,2,1,121,Lost
121751,30.0,8,70,1,2,2,122,Lost
121752,14.0,5,27,3,1,1,311,Lost
121753,14.0,26,254,3,4,4,344,Champions
121754,1.0,40,578,4,4,4,444,Champions
121755,15.0,14,167,2,3,3,233,At Risk
121756,17.0,7,75,2,2,2,222,Lost
121757,12.0,9,22,3,2,1,321,Loyal
121758,30.0,10,187,1,2,3,123,Lost
121759,10.0,36,270,3,4,4,344,Champions
121760,5.0,10,212,4,2,4,424,Loyal
121761,23.0,23,165,2,4,3,243,At Risk
121762,14.0,4,101,3,1,3,313,Lost
121763,21.0,8,71,2,2,2,222,Lost
121764,18.0,7,114,2,2,3,223,Lost
121765,28.0,20,45,2,4,2,242,At Risk
121766,30.0,13,69,1,3,2,132,At Risk
121767,30.0,8,163,1,2,3,123,Lost
121768,30.0,4,37,1,1,1,111,Lost
121769,9.0,5,69,3,1,2,312,Lost
121770,13.0,43,910,3,4,4,344,Champions
121771,4.0,39,429,4,4,4,444,Champions
121772,10.0,40,407,3,4,4,344,Champions
121773,30.0,12,82,1,3,2,132,At Risk
121774,30.0,7,47,1,2,2,122,Lost
121775,4.0,6,42,4,2,1,421,Loyal
121776,30.0,4,41,1,1,1,111,Lost
121777,7.0,33,374,3,4,4,344,Champions
121778,7.0,49,768,3,4,4,344,Champions
121779,8.0,3,30,3,1,1,311,Lost
121780,9.0,14,112,3,3,3,333,Champions
121781,6.0,11,80,4,3,2,432,Loyal
121782,30.0,5,57,1,1,2,112,Lost
121783,16.0,26,256,2,4,4,244,At Risk
121784,30.0,5,38,1,1,1,111,Lost
121785,26.0,11,22,2,3,1,231,At Risk
121786,12.0,6,49,3,2,2,322,Loyal
121787,11.0,13,49,3,3,2,332,Loyal
121788,15.0,15,376,2,3,4,234,At Risk
121789,22.0,6,61,2,2,2,222,Lost
121790,0.0,6,6,4,2,1,421,Loyal
121791,9.0,11,204,3,3,4,334,Champions
121792,30.0,7,38,1,2,1,121,Lost
121793,2.0,45,389,4,4,4,444,Champions
121794,30.0,4,17,1,1,1,111,Lost
121795,30.0,4,20,1,1,1,111,Lost
121796,3.0,9,67,4,2,2,422,Loyal
121797,5.0,4,36,4,1,1,411,Lost
121798,15.0,4,47,2,1,2,212,Lost
121799,30.0,4,21,1,1,1,111,Lost
121800,5.0,19,273,4,3,4,434,Champions
121801,22.0,30,423,2,4,4,244,At Risk
121802,2.0,15,93,4,3,3,433,Champions
121803,7.0,9,253,3,2,4,324,Loyal
121804,18.0,14,136,2,3,3,233,At Risk
121805,5.0,9,83,4,2,2,422,Loyal
121806,16.0,9,57,2,2,2,222,Lost
121807,20.0,5,42,2,1,1,211,Lost
121808,3.0,7,139,4,2,3,423,Loyal
121809,21.0,16,116,2,3,3,233,At Risk
121810,7.0,49,302,3,4,4,344,Champions
121811,21.0,5,33,2,1,1,211,Lost
121812,20.0,5,57,2,1,2,212,Lost
121813,0.0,10,28,4,2,1,421,Loyal
121814,13.0,25,243,3,4,4,344,Champions
121815,30.0,10,76,1,2,2,122,Lost
121816,5.0,5,44,4,1,1,411,Lost
121817,30.0,9,162,1,2,3,123,Lost
121818,9.0,57,379,3,4,4,344,Champions
121819,30.0,26,277,1,4,4,144,At Risk
121820,29.0,15,86,2,3,2,232,At Risk
121821,27.0,10,46,2,2,2,222,Lost
121822,6.0,8,141,4,2,3,423,Loyal
121823,8.0,26,389,3,4,4,344,Champions
121824,4.0,9,164,4,2,3,423,Loyal
121825,14.0,10,150,3,2,3,323,Loyal
121826,8.0,9,71,3,2,2,322,Loyal
121827,12.0,3,27,3,1,1,311,Lost
121828,1.0,6,17,4,2,1,421,Loyal
121829,30.0,5,31,1,1,1,111,Lost
121830,11.0,16,236,3,3,4,334,Champions
121831,10.0,28,350,3,4,4,344,Champions
121832,30.0,7,81,1,2,2,122,Lost
121833,8.0,10,84,3,2,2,322,Loyal
121834,20.0,4,59,2,1,2,212,Lost
121835,30.0,6,49,1,2,2,122,Lost
121836,19.0,33,505,2,4,4,244,At Risk
121837,9.0,22,254,3,4,4,344,Champions
121838,30.0,8,35,1,2,1,121,Lost
121839,3.0,8,76,4,2,2,422,Loyal
121840,10.0,43,1261,3,4,4,344,Champions
121841,8.0,14,58,3,3,2,332,Loyal
121842,2.0,8,53,4,2,2,422,Loyal
121843,13.0,9,69,3,2,2,322,Loyal
121844,3.0,7,33,4,2,1,421,Loyal
121845,17.0,26,222,2,4,4,244,At Risk
121846,1.0,75,307,4,4,4,444,Champions
121847,23.0,12,66,2,3,2,232,At Risk
121848,24.0,20,167,2,4,3,243,At Risk
121849,6.0,25,287,4,4,4,444,Champions
121850,14.0,19,85,3,3,2,332,Loyal
121851,1.0,41,330,4,4,4,444,Champions
121852,30.0,4,47,1,1,2,112,Lost
121853,6.0,36,198,4,4,4,444,Champions
121854,30.0,7,59,1,2,2,122,Lost
121855,1.0,82,716,4,4,4,444,Champions
121856,19.0,11,84,2,3,2,232,At Risk
121857,10.0,17,26,3,3,1,331,Loyal
121858,14.0,18,210,3,3,4,334,Champions
121859,30.0,13,78,1,3,2,132,At Risk
121860,4.0,100,1384,4,4,4,444,Champions
121861,7.0,8,67,3,2,2,322,Loyal
121862,2.0,48,574,4,4,4,444,Champions
121863,1.0,4,8,4,1,1,411,Lost
121864,0.0,10,29,4,2,1,421,Loyal
121865,3.0,27,295,4,4,4,444,Champions
121866,28.0,10,155,2,2,3,223,Lost
121867,24.0,22,321,2,4,4,244,At Risk
121868,5.0,9,87,4,2,2,422,Loyal
121869,6.0,18,104,4,3,3,433,Champions
121870,0.0,24,239,4,4,4,444,Champions
121871,30.0,4,11,1,1,1,111,Lost
121872,2.0,56,202,4,4,4,444,Champions
121873,20.0,4,48,2,1,2,212,Lost
121874,13.0,13,117,3,3,3,333,Champions
121875,5.0,6,58,4,2,2,422,Loyal
121876,30.0,12,76,1,3,2,132,At Risk
121877,7.0,41,401,3,4,4,344,Champions
121878,30.0,19,222,1,3,4,134,At Risk
121879,2.0,8,30,4,2,1,421,Loyal
121880,30.0,10,61,1,2,2,122,Lost
121881,16.0,10,51,2,2,2,222,Lost
121882,10.0,17,302,3,3,4,334,Champions
121883,30.0,6,15,1,2,1,121,Lost
121884,13.0,3,9,3,1,1,311,Lost
121885,9.0,14,65,3,3,2,332,Loyal
121886,30.0,9,13,1,2,1,121,Lost
121887,12.0,15,158,3,3,3,333,Champions
121888,26.0,19,262,2,3,4,234,At Risk
121889,30.0,4,44,1,1,1,111,Lost
121890,30.0,3,26,1,1,1,111,Lost
121891,9.0,5,33,3,1,1,311,Lost
121892,2.0,16,94,4,3,3,433,Champions
121893,7.0,20,173,3,4,3,343,Champions
121894,30.0,6,23,1,2,1,121,Lost
121895,14.0,11,136,3,3,3,333,Champions
121896,27.0,4,75,2,1,2,212,Lost
121897,23.0,9,56,2,2,2,222,Lost
121898,18.0,6,58,2,2,2,222,Lost
121899,30.0,5,31,1,1,1,111,Lost
121900,8.0,9,26,3,2,1,321,Loyal
121901,30.0,8,107,1,2,3,123,Lost
121902,30.0,8,57,1,2,2,122,Lost
121903,30.0,6,32,1,2,1,121,Lost
121904,30.0,7,36,1,2,1,121,Lost
121905,6.0,6,75,4,2,2,422,Loyal
121906,5.0,38,243,4,4,4,444,Champions
121907,2.0,4,25,4,1,1,411,Lost
121908,30.0,10,105,1,2,3,123,Lost
121909,3.0,3,26,4,1,1,411,Lost
121910,9.0,28,104,3,4,3,343,Champions
121911,30.0,5,9,1,1,1,111,Lost
121912,30.0,10,23,1,2,1,121,Lost
121913,17.0,5,21,2,1,1,211,Lost
121914,30.0,3,11,1,1,1,111,Lost
121915,27.0,4,31,2,1,1,211,Lost
121916,10.0,38,353,3,4,4,344,Champions
121917,14.0,13,158,3,3,3,333,Champions
121918,13.0,7,40,3,2,1,321,Loyal
121919,15.0,6,29,2,2,1,221,Lost
121920,8.0,12,72,3,3,2,332,Loyal
121921,20.0,14,164,2,3,3,233,At Risk
121922,18.0,4,18,2,1,1,211,Lost
121923,14.0,15,181,3,3,3,333,Champions
121924,13.0,26,565,3,4,4,344,Champions
121925,30.0,10,176,1,2,3,123,Lost
121926,30.0,12,58,1,3,2,132,At Risk
121927,5.0,9,185,4,2,3,423,Loyal
121928,11.0,28,133,3,4,3,343,Champions
121929,28.0,10,187,2,2,3,223,Lost
121930,8.0,4,64,3,1,2,312,Lost
121931,9.0,4,40,3,1,1,311,Lost
121932,30.0,10,33,1,2,1,121,Lost
121933,2.0,4,34,4,1,1,411,Lost
121934,20.0,42,346,2,4,4,244,At Risk
121935,12.0,16,209,3,3,4,334,Champions
121936,23.0,6,67,2,2,2,222,Lost
121937,30.0,3,16,1,1,1,111,Lost
121938,16.0,17,173,2,3,3,233,At Risk
121939,9.0,8,47,3,2,2,322,Loyal
121940,30.0,5,56,1,1,2,112,Lost
121941,4.0,9,34,4,2,1,421,Loyal
121942,30.0,4,39,1,1,1,111,Lost
121943,30.0,34,544,1,4,4,144,At Risk
121944,12.0,3,9,3,1,1,311,Lost
121945,30.0,5,70,1,1,2,112,Lost
121946,30.0,17,272,1,3,4,134,At Risk
121947,30.0,5,105,1,1,3,113,Lost
121948,9.0,19,149,3,3,3,333,Champions
121949,30.0,15,133,1,3,3,133,At Risk
121950,7.0,10,77,3,2,2,322,Loyal
121951,30.0,6,31,1,2,1,121,Lost
121952,30.0,10,57,1,2,2,122,Lost
121953,25.0,4,50,2,1,2,212,Lost
121954,30.0,3,5,1,1,1,111,Lost
121955,9.0,18,62,3,3,2,332,Loyal
121956,30.0,11,121,1,3,3,133,At Risk
121957,30.0,3,37,1,1,1,111,Lost
121958,7.0,47,463,3,4,4,344,Champions
121959,8.0,6,36,3,2,1,321,Loyal
121960,1.0,59,561,4,4,4,444,Champions
121961,5.0,31,422,4,4,4,444,Champions
121962,14.0,21,307,3,4,4,344,Champions
121963,2.0,6,73,4,2,2,422,Loyal
121964,30.0,20,122,1,4,3,143,At Risk
121965,11.0,5,59,3,1,2,312,Lost
121966,11.0,21,239,3,4,4,344,Champions
121967,30.0,4,11,1,1,1,111,Lost
121968,3.0,64,645,4,4,4,444,Champions
121969,7.0,10,91,3,2,3,323,Loyal
121970,18.0,17,124,2,3,3,233,At Risk
121971,30.0,14,256,1,3,4,134,At Risk
121972,3.0,24,280,4,4,4,444,Champions
121973,30.0,16,98,1,3,3,133,At Risk
121974,30.0,4,69,1,1,2,112,Lost
121975,12.0,14,127,3,3,3,333,Champions
121976,22.0,8,30,2,2,1,221,Lost
121977,30.0,18,295,1,3,4,134,At Risk
121978,30.0,13,93,1,3,3,133,At Risk
121979,4.0,62,1092,4,4,4,444,Champions
121980,15.0,19,109,2,3,3,233,At Risk
121981,10.0,8,148,3,2,3,323,Loyal
121982,5.0,11,82,4,3,2,432,Loyal
121983,14.0,21,261,3,4,4,344,Champions
121984,8.0,68,859,3,4,4,344,Champions
121985,2.0,22,112,4,4,3,443,Champions
121986,14.0,11,22,3,3,1,331,Loyal
121987,3.0,24,282,4,4,4,444,Champions
121988,30.0,18,157,1,3,3,133,At Risk
121989,8.0,10,43,3,2,1,321,Loyal
121990,17.0,28,650,2,4,4,244,At Risk
121991,30.0,22,171,1,4,3,143,At Risk
121992,24.0,7,64,2,2,2,222,Lost
121993,14.0,3,29,3,1,1,311,Lost
121994,30.0,3,24,1,1,1,111,Lost
121995,7.0,9,92,3,2,3,323,Loyal
121996,30.0,5,8,1,1,1,111,Lost
121997,13.0,13,36,3,3,1,331,Loyal
121998,8.0,12,78,3,3,2,332,Loyal
121999,15.0,7,77,2,2,2,222,Lost
122000,30.0,17,288,1,3,4,134,At Risk
122001,12.0,13,84,3,3,2,332,Loyal
122002,30.0,8,62,1,2,2,122,Lost
122003,0.0,90,998,4,4,4,444,Champions
122004,16.0,7,80,2,2,2,222,Lost
122005,0.0,13,38,4,3,1,431,Loyal
122006,30.0,10,29,1,2,1,121,Lost
122007,30.0,6,166,1,2,3,123,Lost
122008,10.0,18,123,3,3,3,333,Champions
122009,14.0,7,133,3,2,3,323,Loyal
122010,6.0,5,34,4,1,1,411,Lost
122011,6.0,25,198,4,4,4,444,Champions
122012,30.0,3,16,1,1,1,111,Lost
122013,10.0,7,59,3,2,2,322,Loyal
122014,12.0,15,103,3,3,3,333,Champions
122015,27.0,12,177,2,3,3,233,At Risk
122016,30.0,14,347,1,3,4,134,At Risk
122017,30.0,8,48,1,2,2,122,Lost
122018,3.0,40,498,4,4,4,444,Champions
122019,30.0,13,123,1,3,3,133,At Risk
122020,30.0,8,15,1,2,1,121,Lost
122021,21.0,55,278,2,4,4,244,At Risk
122022,15.0,37,481,2,4,4,244,At Risk
122023,30.0,6,6,1,2,1,121,Lost
122024,16.0,9,66,2,2,2,222,Lost
122025,30.0,6,35,1,2,1,121,Lost
122026,30.0,16,203,1,3,4,134,At Risk
122027,25.0,9,53,2,2,2,222,Lost
122028,7.0,16,120,3,3,3,333,Champions
122029,16.0,8,56,2,2,2,222,Lost
122030,30.0,10,80,1,2,2,122,Lost
122031,1.0,30,399,4,4,4,444,Champions
122032,26.0,10,17,2,2,1,221,Lost
122033,16.0,5,25,2,1,1,211,Lost
122034,7.0,36,273,3,4,4,344,Champions
122035,30.0,7,105,1,2,3,123,Lost
122036,15.0,20,103,2,4,3,243,At Risk
122037,20.0,34,204,2,4,4,244,At Risk
122038,30.0,4,50,1,1,2,112,Lost
122039,30.0,17,101,1,3,3,133,At Risk
122040,25.0,3,9,2,1,1,211,Lost
122041,10.0,13,44,3,3,1,331,Loyal
122042,30.0,11,147,1,3,3,133,At Risk
122043,5.0,25,178,4,4,3,443,Champions
122044,2.0,5,63,4,1,2,412,Lost
122045,30.0,4,51,1,1,2,112,Lost
122046,15.0,72,312,2,4,4,244,At Risk
122047,3.0,16,138,4,3,3,433,Champions
122048,3.0,39,400,4,4,4,444,Champions
122049,25.0,4,32,2,1,1,211,Lost
122050,0.0,4,86,4,1,2,412,Lost
122051,4.0,74,185,4,4,3,443,Champions
122052,23.0,9,72,2,2,2,222,Lost
122053,5.0,10,15,4,2,1,421,Loyal
122054,8.0,6,53,3,2,2,322,Loyal
122055,30.0,9,89,1,2,2,122,Lost
122056,30.0,12,116,1,3,3,133,At Risk
122057,30.0,7,88,1,2,2,122,Lost
122058,30.0,8,31,1,2,1,121,Lost
122059,7.0,31,518,3,4,4,344,Champions
122060,4.0,14,170,4,3,3,433,Champions
